asset,type,signal,kind,unit,min,max,hh,h,l,ll,desc
M-401,motor,ST-401,analog-in,rpm,0,3000,2900,2800,,,roller
M-401,motor,M-401_RUNNING,discrete-in,,,,,,,,running
M-401,motor,M-401_FAULT,discrete-in,,,,,,,,fault
M-401,motor,M-401_START_REQ,discrete-out,,,,,,,,start
M-401,motor,M-401_STOP_REQ,discrete-out,,,,,,,,stop
M-402,motor,ST-402,analog-in,rpm,0,3000,2900,2800,,,roller
M-402,motor,M-402_RUNNING,discrete-in,,,,,,,,running
M-402,motor,M-402_FAULT,discrete-in,,,,,,,,fault
M-402,motor,M-402_START_REQ,discrete-out,,,,,,,,start
M-402,motor,M-402_STOP_REQ,discrete-out,,,,,,,,stop
XV-401,valve,ZT-401,analog-in,%,0,100,90,80,20,10,position
XV-401,valve,XV-401_OPEN,discrete-in,,,,,,,,open limit
XV-401,valve,XV-401_CLOSED,discrete-in,,,,,,,,closed limit
XV-401,valve,XV-401_OPEN_REQ,discrete-out,,,,,,,,open
XV-401,valve,XV-401_CLOSE_REQ,discrete-out,,,,,,,,close
XV-402,valve,ZT-402,analog-in,%,0,100,90,80,20,10,position
XV-402,valve,XV-402_OPEN,discrete-in,,,,,,,,open limit
XV-402,valve,XV-402_CLOSED,discrete-in,,,,,,,,closed limit
XV-402,valve,XV-402_OPEN_REQ,discrete-out,,,,,,,,open
XV-402,valve,XV-402_CLOSE_REQ,discrete-out,,,,,,,,close
XV-403,valve,ZT-403,analog-in,%,0,100,90,80,20,10,position
XV-403,valve,XV-403_OPEN,discrete-in,,,,,,,,open limit
XV-403,valve,XV-403_CLOSED,discrete-in,,,,,,,,closed limit
XV-403,valve,XV-403_OPEN_REQ,discrete-out,,,,,,,,open
XV-403,valve,XV-403_CLOSE_REQ,discrete-out,,,,,,,,close
XV-404,valve,ZT-404,analog-in,%,0,100,90,80,20,10,position
XV-404,valve,XV-404_OPEN,discrete-in,,,,,,,,open limit
XV-404,valve,XV-404_CLOSED,discrete-in,,,,,,,,closed limit
XV-404,valve,XV-404_OPEN_REQ,discrete-out,,,,,,,,open
XV-404,valve,XV-404_CLOSE_REQ,discrete-out,,,,,,,,close
XV-405,valve,ZT-405,analog-in,%,0,100,90,80,20,10,position
XV-405,valve,XV-405_OPEN,discrete-in,,,,,,,,open limit
XV-405,valve,XV-405_CLOSED,discrete-in,,,,,,,,closed limit
XV-405,valve,XV-405_OPEN_REQ,discrete-out,,,,,,,,open
XV-405,valve,XV-405_CLOSE_REQ,discrete-out,,,,,,,,close
TK-401,tank,TT-401,analog-in,degC,0,200,150,130,,,furnace-temp
