asset,type,signal,kind,unit,min,max,hh,h,l,ll,desc
M-301,motor,ST-301,analog-in,rpm,0,3000,2900,2800,,,compressor
M-301,motor,TT-301,analog-in,degC,0,200,150,130,,,temp
M-301,motor,M-301_RUNNING,discrete-in,,,,,,,,running
M-301,motor,M-301_FAULT,discrete-in,,,,,,,,fault
M-301,motor,M-301_START_REQ,discrete-out,,,,,,,,start
M-301,motor,M-301_STOP_REQ,discrete-out,,,,,,,,stop
M-302,motor,ST-302,analog-in,rpm,0,3000,2900,2800,,,compressor
M-302,motor,TT-302,analog-in,degC,0,200,150,130,,,temp
M-302,motor,M-302_RUNNING,discrete-in,,,,,,,,running
M-302,motor,M-302_FAULT,discrete-in,,,,,,,,fault
M-302,motor,M-302_START_REQ,discrete-out,,,,,,,,start
M-302,motor,M-302_STOP_REQ,discrete-out,,,,,,,,stop
M-303,motor,ST-303,analog-in,rpm,0,3000,2900,2800,,,compressor
M-303,motor,TT-303,analog-in,degC,0,200,150,130,,,temp
M-303,motor,M-303_RUNNING,discrete-in,,,,,,,,running
M-303,motor,M-303_FAULT,discrete-in,,,,,,,,fault
M-303,motor,M-303_START_REQ,discrete-out,,,,,,,,start
M-303,motor,M-303_STOP_REQ,discrete-out,,,,,,,,stop
M-304,motor,ST-304,analog-in,rpm,0,3000,2900,2800,,,compressor
M-304,motor,TT-304,analog-in,degC,0,200,150,130,,,temp
M-304,motor,M-304_RUNNING,discrete-in,,,,,,,,running
M-304,motor,M-304_FAULT,discrete-in,,,,,,,,fault
M-304,motor,M-304_START_REQ,discrete-out,,,,,,,,start
M-304,motor,M-304_STOP_REQ,discrete-out,,,,,,,,stop
M-305,motor,ST-305,analog-in,rpm,0,3000,2900,2800,,,compressor
M-305,motor,TT-305,analog-in,degC,0,200,150,130,,,temp
M-305,motor,M-305_RUNNING,discrete-in,,,,,,,,running
M-305,motor,M-305_FAULT,discrete-in,,,,,,,,fault
M-305,motor,M-305_START_REQ,discrete-out,,,,,,,,start
M-305,motor,M-305_STOP_REQ,discrete-out,,,,,,,,stop
XV-301,valve,XV-301_OPEN,discrete-in,,,,,,,,open limit
XV-301,valve,XV-301_CLOSED,discrete-in,,,,,,,,closed limit
XV-301,valve,XV-301_OPEN_REQ,discrete-out,,,,,,,,open
XV-301,valve,XV-301_CLOSE_REQ,discrete-out,,,,,,,,close
XV-302,valve,XV-302_OPEN,discrete-in,,,,,,,,open limit
XV-302,valve,XV-302_CLOSED,discrete-in,,,,,,,,closed limit
XV-302,valve,XV-302_OPEN_REQ,discrete-out,,,,,,,,open
XV-302,valve,XV-302_CLOSE_REQ,discrete-out,,,,,,,,close
XV-303,valve,XV-303_OPEN,discrete-in,,,,,,,,open limit
XV-303,valve,XV-303_CLOSED,discrete-in,,,,,,,,closed limit
XV-303,valve,XV-303_OPEN_REQ,discrete-out,,,,,,,,open
XV-303,valve,XV-303_CLOSE_REQ,discrete-out,,,,,,,,close
XV-304,valve,XV-304_OPEN,discrete-in,,,,,,,,open limit
XV-304,valve,XV-304_CLOSED,discrete-in,,,,,,,,closed limit
XV-304,valve,XV-304_OPEN_REQ,discrete-out,,,,,,,,open
XV-304,valve,XV-304_CLOSE_REQ,discrete-out,,,,,,,,close
TK-301,tank,PT-301,analog-in,bar,0,16,14,12,,2,refrig
