asset,type,signal,kind,unit,min,max,hh,h,l,ll,desc
TK-201,tank,LT-201,analog-in,%,0,100,90,80,20,10,level
TK-201,tank,TT-201,analog-in,degC,0,200,150,130,,,temp
TK-201,tank,PT-201,analog-in,mbar,0,100,90,80,,,gas-pressure
TK-202,tank,LT-202,analog-in,%,0,100,90,80,20,10,level
TK-202,tank,TT-202,analog-in,degC,0,200,150,130,,,temp
TK-202,tank,PT-202,analog-in,mbar,0,100,90,80,,,gas-pressure
TK-203,tank,LT-203,analog-in,%,0,100,90,80,20,10,level
TK-203,tank,TT-203,analog-in,degC,0,200,150,130,,,temp
TK-203,tank,PT-203,analog-in,mbar,0,100,90,80,,,gas-pressure
TK-204,tank,LT-204,analog-in,%,0,100,90,80,20,10,level
TK-204,tank,TT-204,analog-in,degC,0,200,150,130,,,temp
TK-204,tank,PT-204,analog-in,mbar,0,100,90,80,,,gas-pressure
TK-205,tank,LT-205,analog-in,%,0,100,90,80,20,10,level
TK-205,tank,TT-205,analog-in,degC,0,200,150,130,,,temp
TK-205,tank,PT-205,analog-in,mbar,0,100,90,80,,,gas-pressure
P-201,pump,FT-201,analog-in,m3/h,0,300,,,,10,flow
P-201,pump,P-201_RUNNING,discrete-in,,,,,,,,running
P-201,pump,P-201_FAULT,discrete-in,,,,,,,,fault
P-201,pump,P-201_START_REQ,discrete-out,,,,,,,,start
P-201,pump,P-201_STOP_REQ,discrete-out,,,,,,,,stop
P-202,pump,FT-202,analog-in,m3/h,0,300,,,,10,flow
P-202,pump,P-202_RUNNING,discrete-in,,,,,,,,running
P-202,pump,P-202_FAULT,discrete-in,,,,,,,,fault
P-202,pump,P-202_START_REQ,discrete-out,,,,,,,,start
P-202,pump,P-202_STOP_REQ,discrete-out,,,,,,,,stop
P-203,pump,FT-203,analog-in,m3/h,0,300,,,,10,flow
P-203,pump,P-203_RUNNING,discrete-in,,,,,,,,running
P-203,pump,P-203_FAULT,discrete-in,,,,,,,,fault
P-203,pump,P-203_START_REQ,discrete-out,,,,,,,,start
P-203,pump,P-203_STOP_REQ,discrete-out,,,,,,,,stop
XV-201,valve,XV-201_OPEN,discrete-in,,,,,,,,open limit
XV-201,valve,XV-201_CLOSED,discrete-in,,,,,,,,closed limit
XV-201,valve,XV-201_OPEN_REQ,discrete-out,,,,,,,,open
XV-201,valve,XV-201_CLOSE_REQ,discrete-out,,,,,,,,close
XV-202,valve,XV-202_OPEN,discrete-in,,,,,,,,open limit
XV-202,valve,XV-202_CLOSED,discrete-in,,,,,,,,closed limit
XV-202,valve,XV-202_OPEN_REQ,discrete-out,,,,,,,,open
XV-202,valve,XV-202_CLOSE_REQ,discrete-out,,,,,,,,close
M-201,motor,M-201_RUNNING,discrete-in,,,,,,,,running
M-201,motor,M-201_FAULT,discrete-in,,,,,,,,fault
M-201,motor,M-201_START_REQ,discrete-out,,,,,,,,start
M-201,motor,M-201_STOP_REQ,discrete-out,,,,,,,,stop
M-202,motor,M-202_RUNNING,discrete-in,,,,,,,,running
M-202,motor,M-202_FAULT,discrete-in,,,,,,,,fault
M-202,motor,M-202_START_REQ,discrete-out,,,,,,,,start
M-202,motor,M-202_STOP_REQ,discrete-out,,,,,,,,stop
M-203,motor,M-203_RUNNING,discrete-in,,,,,,,,running
M-203,motor,M-203_FAULT,discrete-in,,,,,,,,fault
M-203,motor,M-203_START_REQ,discrete-out,,,,,,,,start
M-203,motor,M-203_STOP_REQ,discrete-out,,,,,,,,stop
