asset,type,signal,kind,unit,min,max,hh,h,l,ll,desc
M-101,motor,ST-101,analog-in,rpm,0,3000,2900,2800,,,speed
M-101,motor,IT-101,analog-in,A,0,400,380,350,,,current
M-101,motor,M-101_RUNNING,discrete-in,,,,,,,,running
M-101,motor,M-101_FAULT,discrete-in,,,,,,,,fault
M-101,motor,M-101_START_REQ,discrete-out,,,,,,,,start
M-101,motor,M-101_STOP_REQ,discrete-out,,,,,,,,stop
M-102,motor,ST-102,analog-in,rpm,0,3000,2900,2800,,,speed
M-102,motor,IT-102,analog-in,A,0,400,380,350,,,current
M-102,motor,M-102_RUNNING,discrete-in,,,,,,,,running
M-102,motor,M-102_FAULT,discrete-in,,,,,,,,fault
M-102,motor,M-102_START_REQ,discrete-out,,,,,,,,start
M-102,motor,M-102_STOP_REQ,discrete-out,,,,,,,,stop
M-103,motor,ST-103,analog-in,rpm,0,3000,2900,2800,,,speed
M-103,motor,IT-103,analog-in,A,0,400,380,350,,,current
M-103,motor,M-103_RUNNING,discrete-in,,,,,,,,running
M-103,motor,M-103_FAULT,discrete-in,,,,,,,,fault
M-103,motor,M-103_START_REQ,discrete-out,,,,,,,,start
M-103,motor,M-103_STOP_REQ,discrete-out,,,,,,,,stop
M-104,motor,ST-104,analog-in,rpm,0,3000,2900,2800,,,speed
M-104,motor,IT-104,analog-in,A,0,400,380,350,,,current
M-104,motor,M-104_RUNNING,discrete-in,,,,,,,,running
M-104,motor,M-104_FAULT,discrete-in,,,,,,,,fault
M-104,motor,M-104_START_REQ,discrete-out,,,,,,,,start
M-104,motor,M-104_STOP_REQ,discrete-out,,,,,,,,stop
M-105,motor,ST-105,analog-in,rpm,0,3000,2900,2800,,,speed
M-105,motor,IT-105,analog-in,A,0,400,380,350,,,current
M-105,motor,M-105_RUNNING,discrete-in,,,,,,,,running
M-105,motor,M-105_FAULT,discrete-in,,,,,,,,fault
M-105,motor,M-105_START_REQ,discrete-out,,,,,,,,start
M-105,motor,M-105_STOP_REQ,discrete-out,,,,,,,,stop
M-106,motor,ST-106,analog-in,rpm,0,3000,2900,2800,,,speed
M-106,motor,IT-106,analog-in,A,0,400,380,350,,,current
M-106,motor,M-106_RUNNING,discrete-in,,,,,,,,running
M-106,motor,M-106_FAULT,discrete-in,,,,,,,,fault
M-106,motor,M-106_START_REQ,discrete-out,,,,,,,,start
M-106,motor,M-106_STOP_REQ,discrete-out,,,,,,,,stop
M-107,motor,ST-107,analog-in,rpm,0,3000,2900,2800,,,speed
M-107,motor,IT-107,analog-in,A,0,400,380,350,,,current
M-107,motor,M-107_RUNNING,discrete-in,,,,,,,,running
M-107,motor,M-107_FAULT,discrete-in,,,,,,,,fault
M-107,motor,M-107_START_REQ,discrete-out,,,,,,,,start
M-107,motor,M-107_STOP_REQ,discrete-out,,,,,,,,stop
XV-101,valve,XV-101_OPEN,discrete-in,,,,,,,,open limit
XV-101,valve,XV-101_CLOSED,discrete-in,,,,,,,,closed limit
XV-101,valve,XV-101_OPEN_REQ,discrete-out,,,,,,,,open
XV-101,valve,XV-101_CLOSE_REQ,discrete-out,,,,,,,,close
XV-102,valve,XV-102_OPEN,discrete-in,,,,,,,,open limit
XV-102,valve,XV-102_CLOSED,discrete-in,,,,,,,,closed limit
XV-102,valve,XV-102_OPEN_REQ,discrete-out,,,,,,,,open
XV-102,valve,XV-102_CLOSE_REQ,discrete-out,,,,,,,,close
XV-103,valve,XV-103_OPEN,discrete-in,,,,,,,,open limit
XV-103,valve,XV-103_CLOSED,discrete-in,,,,,,,,closed limit
XV-103,valve,XV-103_OPEN_REQ,discrete-out,,,,,,,,open
XV-103,valve,XV-103_CLOSE_REQ,discrete-out,,,,,,,,close
