asset,type,signal,kind,unit,min,max,hh,h,l,ll,desc
M-401,motor,ST-401,analog-in,rpm,0,3000,2900,2800,,,speed
M-401,motor,JT-401,analog-in,kW,0,2000,1900,1800,,,power
M-401,motor,M-401_RUNNING,discrete-in,,,,,,,,running
M-401,motor,M-401_FAULT,discrete-in,,,,,,,,fault
M-401,motor,M-401_START_REQ,discrete-out,,,,,,,,start
M-401,motor,M-401_STOP_REQ,discrete-out,,,,,,,,stop
M-402,motor,ST-402,analog-in,rpm,0,3000,2900,2800,,,speed
M-402,motor,JT-402,analog-in,kW,0,2000,1900,1800,,,power
M-402,motor,M-402_RUNNING,discrete-in,,,,,,,,running
M-402,motor,M-402_FAULT,discrete-in,,,,,,,,fault
M-402,motor,M-402_START_REQ,discrete-out,,,,,,,,start
M-402,motor,M-402_STOP_REQ,discrete-out,,,,,,,,stop
M-403,motor,ST-403,analog-in,rpm,0,3000,2900,2800,,,speed
M-403,motor,JT-403,analog-in,kW,0,2000,1900,1800,,,power
M-403,motor,M-403_RUNNING,discrete-in,,,,,,,,running
M-403,motor,M-403_FAULT,discrete-in,,,,,,,,fault
M-403,motor,M-403_START_REQ,discrete-out,,,,,,,,start
M-403,motor,M-403_STOP_REQ,discrete-out,,,,,,,,stop
M-404,motor,ST-404,analog-in,rpm,0,3000,2900,2800,,,speed
M-404,motor,JT-404,analog-in,kW,0,2000,1900,1800,,,power
M-404,motor,M-404_RUNNING,discrete-in,,,,,,,,running
M-404,motor,M-404_FAULT,discrete-in,,,,,,,,fault
M-404,motor,M-404_START_REQ,discrete-out,,,,,,,,start
M-404,motor,M-404_STOP_REQ,discrete-out,,,,,,,,stop
M-405,motor,ST-405,analog-in,rpm,0,3000,2900,2800,,,speed
M-405,motor,JT-405,analog-in,kW,0,2000,1900,1800,,,power
M-405,motor,M-405_RUNNING,discrete-in,,,,,,,,running
M-405,motor,M-405_FAULT,discrete-in,,,,,,,,fault
M-405,motor,M-405_START_REQ,discrete-out,,,,,,,,start
M-405,motor,M-405_STOP_REQ,discrete-out,,,,,,,,stop
M-406,motor,ST-406,analog-in,rpm,0,3000,2900,2800,,,speed
M-406,motor,JT-406,analog-in,kW,0,2000,1900,1800,,,power
M-406,motor,M-406_RUNNING,discrete-in,,,,,,,,running
M-406,motor,M-406_FAULT,discrete-in,,,,,,,,fault
M-406,motor,M-406_START_REQ,discrete-out,,,,,,,,start
M-406,motor,M-406_STOP_REQ,discrete-out,,,,,,,,stop
XV-401,valve,XV-401_OPEN,discrete-in,,,,,,,,open limit
XV-401,valve,XV-401_CLOSED,discrete-in,,,,,,,,closed limit
XV-401,valve,XV-401_OPEN_REQ,discrete-out,,,,,,,,open
XV-401,valve,XV-401_CLOSE_REQ,discrete-out,,,,,,,,close
XV-402,valve,XV-402_OPEN,discrete-in,,,,,,,,open limit
XV-402,valve,XV-402_CLOSED,discrete-in,,,,,,,,closed limit
XV-402,valve,XV-402_OPEN_REQ,discrete-out,,,,,,,,open
XV-402,valve,XV-402_CLOSE_REQ,discrete-out,,,,,,,,close
XV-403,valve,XV-403_OPEN,discrete-in,,,,,,,,open limit
XV-403,valve,XV-403_CLOSED,discrete-in,,,,,,,,closed limit
XV-403,valve,XV-403_OPEN_REQ,discrete-out,,,,,,,,open
XV-403,valve,XV-403_CLOSE_REQ,discrete-out,,,,,,,,close
XV-404,valve,XV-404_OPEN,discrete-in,,,,,,,,open limit
XV-404,valve,XV-404_CLOSED,discrete-in,,,,,,,,closed limit
XV-404,valve,XV-404_OPEN_REQ,discrete-out,,,,,,,,open
XV-404,valve,XV-404_CLOSE_REQ,discrete-out,,,,,,,,close
XV-405,valve,XV-405_OPEN,discrete-in,,,,,,,,open limit
XV-405,valve,XV-405_CLOSED,discrete-in,,,,,,,,closed limit
XV-405,valve,XV-405_OPEN_REQ,discrete-out,,,,,,,,open
XV-405,valve,XV-405_CLOSE_REQ,discrete-out,,,,,,,,close
TK-401,tank,LT-401,analog-in,%,0,100,90,80,20,10,level
TK-402,tank,LT-402,analog-in,%,0,100,90,80,20,10,level
TK-403,tank,LT-403,analog-in,%,0,100,90,80,20,10,level
TK-404,tank,LT-404,analog-in,%,0,100,90,80,20,10,level
