asset,type,signal,kind,unit,min,max,hh,h,l,ll,desc
TK-401,tank,LT-401,analog-in,%,0,100,90,80,20,10,level
TK-401,tank,TT-401,analog-in,degC,0,200,150,130,,,temp
TK-401,tank,PT-401,analog-in,mbar,0,100,90,80,,,gas-pressure
TK-402,tank,LT-402,analog-in,%,0,100,90,80,20,10,level
TK-402,tank,TT-402,analog-in,degC,0,200,150,130,,,temp
TK-402,tank,PT-402,analog-in,mbar,0,100,90,80,,,gas-pressure
TK-403,tank,LT-403,analog-in,%,0,100,90,80,20,10,level
TK-403,tank,TT-403,analog-in,degC,0,200,150,130,,,temp
TK-403,tank,PT-403,analog-in,mbar,0,100,90,80,,,gas-pressure
TK-404,tank,LT-404,analog-in,%,0,100,90,80,20,10,level
TK-404,tank,TT-404,analog-in,degC,0,200,150,130,,,temp
TK-404,tank,PT-404,analog-in,mbar,0,100,90,80,,,gas-pressure
P-401,pump,FT-401,analog-in,m3/h,0,300,,,,10,flow
P-401,pump,P-401_RUNNING,discrete-in,,,,,,,,running
P-401,pump,P-401_FAULT,discrete-in,,,,,,,,fault
P-401,pump,P-401_START_REQ,discrete-out,,,,,,,,start
P-401,pump,P-401_STOP_REQ,discrete-out,,,,,,,,stop
P-402,pump,FT-402,analog-in,m3/h,0,300,,,,10,flow
P-402,pump,P-402_RUNNING,discrete-in,,,,,,,,running
P-402,pump,P-402_FAULT,discrete-in,,,,,,,,fault
P-402,pump,P-402_START_REQ,discrete-out,,,,,,,,start
P-402,pump,P-402_STOP_REQ,discrete-out,,,,,,,,stop
P-403,pump,FT-403,analog-in,m3/h,0,300,,,,10,flow
P-403,pump,P-403_RUNNING,discrete-in,,,,,,,,running
P-403,pump,P-403_FAULT,discrete-in,,,,,,,,fault
P-403,pump,P-403_START_REQ,discrete-out,,,,,,,,start
P-403,pump,P-403_STOP_REQ,discrete-out,,,,,,,,stop
XV-401,valve,XV-401_OPEN,discrete-in,,,,,,,,open limit
XV-401,valve,XV-401_CLOSED,discrete-in,,,,,,,,closed limit
XV-401,valve,XV-401_OPEN_REQ,discrete-out,,,,,,,,open
XV-401,valve,XV-401_CLOSE_REQ,discrete-out,,,,,,,,close
XV-402,valve,XV-402_OPEN,discrete-in,,,,,,,,open limit
XV-402,valve,XV-402_CLOSED,discrete-in,,,,,,,,closed limit
XV-402,valve,XV-402_OPEN_REQ,discrete-out,,,,,,,,open
XV-402,valve,XV-402_CLOSE_REQ,discrete-out,,,,,,,,close
XV-403,valve,XV-403_OPEN,discrete-in,,,,,,,,open limit
XV-403,valve,XV-403_CLOSED,discrete-in,,,,,,,,closed limit
XV-403,valve,XV-403_OPEN_REQ,discrete-out,,,,,,,,open
XV-403,valve,XV-403_CLOSE_REQ,discrete-out,,,,,,,,close
XV-404,valve,XV-404_OPEN,discrete-in,,,,,,,,open limit
XV-404,valve,XV-404_CLOSED,discrete-in,,,,,,,,closed limit
XV-404,valve,XV-404_OPEN_REQ,discrete-out,,,,,,,,open
XV-404,valve,XV-404_CLOSE_REQ,discrete-out,,,,,,,,close
M-401,motor,M-401_RUNNING,discrete-in,,,,,,,,running
M-401,motor,M-401_FAULT,discrete-in,,,,,,,,fault
M-401,motor,M-401_START_REQ,discrete-out,,,,,,,,start
M-401,motor,M-401_STOP_REQ,discrete-out,,,,,,,,stop
