asset,type,signal,kind,unit,min,max,hh,h,l,ll,desc
TK-201,tank,LT-201,analog-in,%,0,100,90,80,20,10,level
P-201,pump,PT-201,analog-in,bar,0,16,14,12,,2,pressure
P-201,pump,FT-201,analog-in,m3/h,0,300,,,,10,flow
P-201,pump,P-201_RUNNING,discrete-in,,,,,,,,running
P-201,pump,P-201_FAULT,discrete-in,,,,,,,,fault
P-201,pump,P-201_START_REQ,discrete-out,,,,,,,,start
P-201,pump,P-201_STOP_REQ,discrete-out,,,,,,,,stop
P-202,pump,PT-202,analog-in,bar,0,16,14,12,,2,pressure
P-202,pump,FT-202,analog-in,m3/h,0,300,,,,10,flow
P-202,pump,P-202_RUNNING,discrete-in,,,,,,,,running
P-202,pump,P-202_FAULT,discrete-in,,,,,,,,fault
P-202,pump,P-202_START_REQ,discrete-out,,,,,,,,start
P-202,pump,P-202_STOP_REQ,discrete-out,,,,,,,,stop
P-203,pump,PT-203,analog-in,bar,0,16,14,12,,2,pressure
P-203,pump,FT-203,analog-in,m3/h,0,300,,,,10,flow
P-203,pump,P-203_RUNNING,discrete-in,,,,,,,,running
P-203,pump,P-203_FAULT,discrete-in,,,,,,,,fault
P-203,pump,P-203_START_REQ,discrete-out,,,,,,,,start
P-203,pump,P-203_STOP_REQ,discrete-out,,,,,,,,stop
XV-201,valve,XV-201_OPEN,discrete-in,,,,,,,,open limit
XV-201,valve,XV-201_CLOSED,discrete-in,,,,,,,,closed limit
XV-201,valve,XV-201_OPEN_REQ,discrete-out,,,,,,,,open
XV-201,valve,XV-201_CLOSE_REQ,discrete-out,,,,,,,,close
XV-202,valve,XV-202_OPEN,discrete-in,,,,,,,,open limit
XV-202,valve,XV-202_CLOSED,discrete-in,,,,,,,,closed limit
XV-202,valve,XV-202_OPEN_REQ,discrete-out,,,,,,,,open
XV-202,valve,XV-202_CLOSE_REQ,discrete-out,,,,,,,,close
