asset,type,signal,kind,unit,min,max,hh,h,l,ll,desc
M-201,motor,ST-201,analog-in,rpm,0,3000,2900,2800,,,speed
M-201,motor,PT-201,analog-in,bar,0,16,14,12,,2,discharge
M-201,motor,IT-201,analog-in,A,0,400,380,350,,,current
M-201,motor,M-201_RUNNING,discrete-in,,,,,,,,running
M-201,motor,M-201_FAULT,discrete-in,,,,,,,,fault
M-201,motor,M-201_START_REQ,discrete-out,,,,,,,,start
M-201,motor,M-201_STOP_REQ,discrete-out,,,,,,,,stop
M-202,motor,ST-202,analog-in,rpm,0,3000,2900,2800,,,speed
M-202,motor,PT-202,analog-in,bar,0,16,14,12,,2,discharge
M-202,motor,IT-202,analog-in,A,0,400,380,350,,,current
M-202,motor,M-202_RUNNING,discrete-in,,,,,,,,running
M-202,motor,M-202_FAULT,discrete-in,,,,,,,,fault
M-202,motor,M-202_START_REQ,discrete-out,,,,,,,,start
M-202,motor,M-202_STOP_REQ,discrete-out,,,,,,,,stop
M-203,motor,ST-203,analog-in,rpm,0,3000,2900,2800,,,speed
M-203,motor,PT-203,analog-in,bar,0,16,14,12,,2,discharge
M-203,motor,IT-203,analog-in,A,0,400,380,350,,,current
M-203,motor,M-203_RUNNING,discrete-in,,,,,,,,running
M-203,motor,M-203_FAULT,discrete-in,,,,,,,,fault
M-203,motor,M-203_START_REQ,discrete-out,,,,,,,,start
M-203,motor,M-203_STOP_REQ,discrete-out,,,,,,,,stop
TK-201,tank,PT-201,analog-in,bar,0,16,14,12,,2,receiver
XV-201,valve,XV-201_OPEN,discrete-in,,,,,,,,open limit
XV-201,valve,XV-201_CLOSED,discrete-in,,,,,,,,closed limit
XV-201,valve,XV-201_OPEN_REQ,discrete-out,,,,,,,,open
XV-201,valve,XV-201_CLOSE_REQ,discrete-out,,,,,,,,close
XV-202,valve,XV-202_OPEN,discrete-in,,,,,,,,open limit
XV-202,valve,XV-202_CLOSED,discrete-in,,,,,,,,closed limit
XV-202,valve,XV-202_OPEN_REQ,discrete-out,,,,,,,,open
XV-202,valve,XV-202_CLOSE_REQ,discrete-out,,,,,,,,close
XV-203,valve,XV-203_OPEN,discrete-in,,,,,,,,open limit
XV-203,valve,XV-203_CLOSED,discrete-in,,,,,,,,closed limit
XV-203,valve,XV-203_OPEN_REQ,discrete-out,,,,,,,,open
XV-203,valve,XV-203_CLOSE_REQ,discrete-out,,,,,,,,close
XV-204,valve,XV-204_OPEN,discrete-in,,,,,,,,open limit
XV-204,valve,XV-204_CLOSED,discrete-in,,,,,,,,closed limit
XV-204,valve,XV-204_OPEN_REQ,discrete-out,,,,,,,,open
XV-204,valve,XV-204_CLOSE_REQ,discrete-out,,,,,,,,close
