asset,type,signal,kind,unit,min,max,hh,h,l,ll,desc
M-201,motor,ST-201,analog-in,rpm,0,3000,2900,2800,,,speed
M-201,motor,JT-201,analog-in,kW,0,2000,1900,1800,,,power
M-201,motor,TT-201,analog-in,degC,0,200,150,130,,,temp
M-201,motor,M-201_RUNNING,discrete-in,,,,,,,,running
M-201,motor,M-201_FAULT,discrete-in,,,,,,,,fault
M-201,motor,M-201_START_REQ,discrete-out,,,,,,,,start
M-201,motor,M-201_STOP_REQ,discrete-out,,,,,,,,stop
TK-201,tank,LT-201,analog-in,%,0,100,90,80,20,10,fuel
TK-201,tank,PT-201,analog-in,bar,0,16,14,12,,2,oil
XV-201,valve,XV-201_OPEN,discrete-in,,,,,,,,open limit
XV-201,valve,XV-201_CLOSED,discrete-in,,,,,,,,closed limit
XV-201,valve,XV-201_OPEN_REQ,discrete-out,,,,,,,,open
XV-201,valve,XV-201_CLOSE_REQ,discrete-out,,,,,,,,close
XV-202,valve,XV-202_OPEN,discrete-in,,,,,,,,open limit
XV-202,valve,XV-202_CLOSED,discrete-in,,,,,,,,closed limit
XV-202,valve,XV-202_OPEN_REQ,discrete-out,,,,,,,,open
XV-202,valve,XV-202_CLOSE_REQ,discrete-out,,,,,,,,close
XV-203,valve,XV-203_OPEN,discrete-in,,,,,,,,open limit
XV-203,valve,XV-203_CLOSED,discrete-in,,,,,,,,closed limit
XV-203,valve,XV-203_OPEN_REQ,discrete-out,,,,,,,,open
XV-203,valve,XV-203_CLOSE_REQ,discrete-out,,,,,,,,close
