asset,type,signal,kind,unit,min,max,hh,h,l,ll,desc
TK-301,tank,LT-301,analog-in,%,0,100,90,80,20,10,level
TK-301,tank,TT-301,analog-in,degC,0,200,150,130,,,temp
TK-301,tank,AIT-301,analog-in,pH,0,14,11,10,4,3,pH
TK-302,tank,LT-302,analog-in,%,0,100,90,80,20,10,level
TK-302,tank,TT-302,analog-in,degC,0,200,150,130,,,temp
TK-302,tank,AIT-302,analog-in,pH,0,14,11,10,4,3,pH
TK-303,tank,LT-303,analog-in,%,0,100,90,80,20,10,level
TK-303,tank,TT-303,analog-in,degC,0,200,150,130,,,temp
TK-303,tank,AIT-303,analog-in,pH,0,14,11,10,4,3,pH
P-301,pump,PT-301,analog-in,bar,0,16,14,12,,2,pressure
P-301,pump,P-301_RUNNING,discrete-in,,,,,,,,running
P-301,pump,P-301_FAULT,discrete-in,,,,,,,,fault
P-301,pump,P-301_START_REQ,discrete-out,,,,,,,,start
P-301,pump,P-301_STOP_REQ,discrete-out,,,,,,,,stop
XV-301,valve,XV-301_OPEN,discrete-in,,,,,,,,open limit
XV-301,valve,XV-301_CLOSED,discrete-in,,,,,,,,closed limit
XV-301,valve,XV-301_OPEN_REQ,discrete-out,,,,,,,,open
XV-301,valve,XV-301_CLOSE_REQ,discrete-out,,,,,,,,close
XV-302,valve,XV-302_OPEN,discrete-in,,,,,,,,open limit
XV-302,valve,XV-302_CLOSED,discrete-in,,,,,,,,closed limit
XV-302,valve,XV-302_OPEN_REQ,discrete-out,,,,,,,,open
XV-302,valve,XV-302_CLOSE_REQ,discrete-out,,,,,,,,close
XV-303,valve,XV-303_OPEN,discrete-in,,,,,,,,open limit
XV-303,valve,XV-303_CLOSED,discrete-in,,,,,,,,closed limit
XV-303,valve,XV-303_OPEN_REQ,discrete-out,,,,,,,,open
XV-303,valve,XV-303_CLOSE_REQ,discrete-out,,,,,,,,close
XV-304,valve,XV-304_OPEN,discrete-in,,,,,,,,open limit
XV-304,valve,XV-304_CLOSED,discrete-in,,,,,,,,closed limit
XV-304,valve,XV-304_OPEN_REQ,discrete-out,,,,,,,,open
XV-304,valve,XV-304_CLOSE_REQ,discrete-out,,,,,,,,close
XV-305,valve,XV-305_OPEN,discrete-in,,,,,,,,open limit
XV-305,valve,XV-305_CLOSED,discrete-in,,,,,,,,closed limit
XV-305,valve,XV-305_OPEN_REQ,discrete-out,,,,,,,,open
XV-305,valve,XV-305_CLOSE_REQ,discrete-out,,,,,,,,close
XV-306,valve,XV-306_OPEN,discrete-in,,,,,,,,open limit
XV-306,valve,XV-306_CLOSED,discrete-in,,,,,,,,closed limit
XV-306,valve,XV-306_OPEN_REQ,discrete-out,,,,,,,,open
XV-306,valve,XV-306_CLOSE_REQ,discrete-out,,,,,,,,close
